Video ID,Title,Transcript,Combined_Text
GOO7bO3APjw,This high protein fruit/snack dip is chocolatey goodness 🤤 #snacks #recipe #food #dietitian,welcome to knap snacks where I make a snack while my baby naps and I don't have to worry about little hands eating it excuse the robe I just self tan because hashtag self-care for today's snap snack you're going to need a bowl and some plain Greek yogurt getting,This high protein fruit/snack dip is chocolatey goodness 🤤 #snacks #recipe #food #dietitian welcome to knap snacks where I make a snack while my baby naps and I don't have to worry about little hands eating it excuse the robe I just self tan because hashtag self-care for today's snap snack you're going to need a bowl and some plain Greek yogurt getting
vxnlXN8n7iI,I can’t think of a better recipe to kick off National Nutrition Month! #food #recipe #cooking,let's make a super simple nutritious dinner to celebrate the first day of national nutrition month get your salmon chop it up into bite-sized pieces just remove the skin if you have the skin on we're just going to add those to a bowl,I can’t think of a better recipe to kick off National Nutrition Month! #food #recipe #cooking let's make a super simple nutritious dinner to celebrate the first day of national nutrition month get your salmon chop it up into bite-sized pieces just remove the skin if you have the skin on we're just going to add those to a bowl
U_6Q8BoxA-0,"Hey, sometimes you just have to have a snack to yourself, okay? 🥴 #food #recipes #cooking",welcome to nap snacks where I make a snack while my baby naps and I don't have to worry about little hands eating it and if you think that's mean you're just gonna get an apple and,"Hey, sometimes you just have to have a snack to yourself, okay? 🥴 #food #recipes #cooking welcome to nap snacks where I make a snack while my baby naps and I don't have to worry about little hands eating it and if you think that's mean you're just gonna get an apple and"
UbCwxoxzDgo,So simple! #food #recipes #cooking #dietitian #mealprep,do you need a super simple dinner and I mean like really simple well then let's make three ingredient chicken nuggets no seriously all you need is some barbecue chips some barbecue sauce and some chicken preheat your oven to 375. add,So simple! #food #recipes #cooking #dietitian #mealprep do you need a super simple dinner and I mean like really simple well then let's make three ingredient chicken nuggets no seriously all you need is some barbecue chips some barbecue sauce and some chicken preheat your oven to 375. add
yqvTZ5B8uCU,We love simple around here #food #cooking #dietitian #recipes #mealprep,do you need a super simple dinner then let's make sheet pan jalapeno salmon preheat oven to 400 in a small pan over medium high heat we're going to add some olive oil once the pan is warm we're going to add about two jalapenos chopped,We love simple around here #food #cooking #dietitian #recipes #mealprep do you need a super simple dinner then let's make sheet pan jalapeno salmon preheat oven to 400 in a small pan over medium high heat we're going to add some olive oil once the pan is warm we're going to add about two jalapenos chopped
yDd_wwnF2W0,A throwback video but a goodie 🥰 #food #cooking #dietitian #recipes #mealprep,it has been a Monday my friends but we still have to eat during the week so help me cook my husband's meal preps and yes I do make his mail preps because he works 12 hours a day and I'm a dietetic,A throwback video but a goodie 🥰 #food #cooking #dietitian #recipes #mealprep it has been a Monday my friends but we still have to eat during the week so help me cook my husband's meal preps and yes I do make his mail preps because he works 12 hours a day and I'm a dietetic
IT_jn20ekoQ,Meal prep for the win 👏👏  #food #cooking #recipes #mealprep,it's meal prep and make dinner by making turkey rice bowls a pan over medium high heat we're going to add some olive oil we're going to add about one pound of ground turkey to that break that up and then season and measure with your heart with some garlic powder and onion powder,Meal prep for the win 👏👏  #food #cooking #recipes #mealprep it's meal prep and make dinner by making turkey rice bowls a pan over medium high heat we're going to add some olive oil we're going to add about one pound of ground turkey to that break that up and then season and measure with your heart with some garlic powder and onion powder
bewWRzI0zKk,Meal prepping for the win 👏 #dietitian #food #cooking #recipes,help me cook my husband's milk product for the week because cooking for other people is how much am I love first I make jasmine rice in the instant pot it's a one to one ratio and then you cook on high for four minutes pretty easy get a large pot or walk over,Meal prepping for the win 👏 #dietitian #food #cooking #recipes help me cook my husband's milk product for the week because cooking for other people is how much am I love first I make jasmine rice in the instant pot it's a one to one ratio and then you cook on high for four minutes pretty easy get a large pot or walk over
XhJK0JK6YN0,Do you need an idea of what to bring to the #superBowl party today? I’ve got you! #food #recipes,about to do something that's going to piss off half the internet and make the other half of the internet really excited I'm going to make buffalo chicken dip with cottage cheese hear me out it's higher in protein and I'm going,Do you need an idea of what to bring to the #superBowl party today? I’ve got you! #food #recipes about to do something that's going to piss off half the internet and make the other half of the internet really excited I'm going to make buffalo chicken dip with cottage cheese hear me out it's higher in protein and I'm going
8Tg9rGTlFAI,The EASIEST nuggets ever 👏👏👏 #food #cooking #recipes #dietitian,do you need a super simple dinner and I mean like really simple well then let's make three ingredient chicken nuggets my OG followers will remember this recipe from before preheat oven to 375. get two,The EASIEST nuggets ever 👏👏👏 #food #cooking #recipes #dietitian do you need a super simple dinner and I mean like really simple well then let's make three ingredient chicken nuggets my OG followers will remember this recipe from before preheat oven to 375. get two
SXdGMsBPBdM,SUCH an easy dinner! 🙌 #food #dietitian #cooking #recipes,do you need a super simple dinner then let's make one pan drumsticks and potatoes preheat oven to 400 get an oven safe dish and chop up some yellow potatoes and then Loosely chop up a yellow onion and add it on top of the,SUCH an easy dinner! 🙌 #food #dietitian #cooking #recipes do you need a super simple dinner then let's make one pan drumsticks and potatoes preheat oven to 400 get an oven safe dish and chop up some yellow potatoes and then Loosely chop up a yellow onion and add it on top of the
xwiFg3vtPJk,Do you love bruschetta? Well I’ve got a dinner for you! #food #dietitian #cooking #recipes,do you need a super simple dinner let's make a bruschetta chicken bake preheat oven to 375. in a mixing bowl we're going to add three to four Roma tomatoes chopped up add some basil just measure with your heart I would use fresh don't,Do you love bruschetta? Well I’ve got a dinner for you! #food #dietitian #cooking #recipes do you need a super simple dinner let's make a bruschetta chicken bake preheat oven to 375. in a mixing bowl we're going to add three to four Roma tomatoes chopped up add some basil just measure with your heart I would use fresh don't
